,person_income,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
0,71948.0,3,2.439135964655596,4,16.02,0.7,3.0,561,0,1
1,12282.0,2,2.067970345786057,1,11.14,0.282842712474619,2.0,504,1,0
2,12438.0,0,2.2630835984043935,3,12.87,0.6633249580710799,3.0,635,0,1
3,79753.0,3,2.439135964655596,3,15.23,0.6633249580710799,2.0,675,0,1
4,66135.0,3,2.439135964655596,3,14.27,0.7280109889280518,4.0,586,0,1
5,12951.0,2,2.17752581681183,5,7.14,0.43588989435406733,2.0,532,0,1
6,93471.0,3,2.439135964655596,1,12.42,0.6082762530298219,3.0,701,0,1
7,95550.0,3,2.439135964655596,3,11.11,0.6082762530298219,4.0,585,0,1
8,100684.0,3,2.439135964655596,4,8.9,0.5916079783099616,2.0,544,0,1
9,12739.0,2,2.125655021547276,5,14.74,0.36055512754639896,3.0,640,0,1
10,102985.0,3,2.439135964655596,5,10.37,0.5830951894845301,4.0,621,0,1
11,13113.0,2,2.241991300989741,2,8.63,0.5830951894845301,2.0,651,0,1
12,114860.0,3,2.439135964655596,5,7.9,0.5477225575051661,2.0,573,0,1
13,130713.0,3,2.439135964655596,1,18.39,0.5196152422706632,4.0,708,0,1
14,138998.0,3,2.439135964655596,1,7.9,0.5,4.0,583,0,0
15,600891.0,0,2.425597630354696,0,10.65,0.22360679774997896,3.0,670,1,0
16,144943.0,3,2.439135964655596,1,7.9,0.4898979485566356,4.0,663,0,0
17,111369.0,3,2.439135964655596,3,20.0,0.5567764362830022,4.0,694,0,1
18,136628.0,3,2.439135964655596,0,18.25,0.5099019513592785,4.0,709,0,1
19,14283.0,0,2.1362875431745425,1,10.99,0.34641016151377546,2.0,679,0,1
20,195718.0,3,2.439135964655596,5,7.49,0.4242640687119285,4.0,684,1,0
21,165792.0,3,2.438635931733032,4,16.77,0.458257569495584,2.0,662,0,0
22,79255.0,3,2.4366040730349194,1,17.58,0.6557438524302001,4.0,691,0,1
23,13866.0,2,2.1179272289544824,4,7.29,0.33166247903553997,3.0,600,1,0
24,97420.0,3,2.436475360133385,4,14.54,0.5916079783099616,4.0,691,0,1
25,82443.0,3,2.4339898760006355,2,12.68,0.6324555320336759,3.0,654,0,1
26,14288.0,0,2.243745558598183,5,17.74,0.565685424949238,3.0,626,0,1
27,14293.0,2,2.109599866397226,4,9.32,0.31622776601683794,3.0,607,0,0
28,79054.0,3,2.4326502722298944,2,9.99,0.6403124237432849,3.0,700,0,1
29,14988.0,1,2.2294012669472845,1,12.84,0.5196152422706632,2.0,553,0,1
30,14858.0,2,2.1519252521271723,3,11.12,0.36055512754639896,3.0,589,0,1
31,144855.0,3,2.4312880602497646,5,6.62,0.469041575982343,2.0,586,1,0
32,114645.0,3,2.428634868622714,2,14.17,0.5196152422706632,3.0,681,0,1
33,368115.0,3,2.4066038908876113,0,13.85,0.2645751311064591,3.0,567,1,0
34,361076.0,0,2.2987785783597547,3,13.49,0.1414213562373095,4.0,669,0,0
35,15150.0,2,2.17752581681183,1,7.51,0.41231056256176607,4.0,600,0,1
36,58868.0,3,2.425597630354696,1,18.39,0.714142842854285,2.0,606,0,1
37,78026.0,3,2.425597630354696,0,14.54,0.6164414002968976,3.0,582,0,1
38,90785.0,3,2.425597630354696,2,16.89,0.5744562646538028,4.0,649,0,1
39,86811.0,3,2.425597630354696,0,11.01,0.5916079783099616,4.0,602,0,1
40,75503.0,3,2.425597630354696,3,17.99,0.6324555320336759,2.0,616,0,1
41,15082.0,2,2.17752581681183,5,12.69,0.41231056256176607,3.0,631,0,1
42,361293.0,0,2.3890872825709972,5,7.88,0.2449489742783178,4.0,684,1,0
43,361547.0,2,2.4066038908876113,1,19.41,0.2645751311064591,2.0,637,1,0
44,360680.0,2,2.3234107621942104,2,10.38,0.17320508075688773,4.0,649,0,0
45,360977.0,0,2.4093450282818294,1,15.33,0.2645751311064591,3.0,695,1,0
46,361244.0,0,2.379377841348507,2,16.45,0.22360679774997896,3.0,620,0,0
47,98230.0,3,2.425597630354696,4,7.49,0.5567764362830022,3.0,622,0,1
48,80838.0,3,2.425597630354696,3,12.69,0.6082762530298219,3.0,645,0,1
49,107957.0,3,2.425597630354696,0,6.62,0.5291502622129182,3.0,654,0,1
50,94649.0,3,2.425597630354696,0,11.01,0.565685424949238,4.0,624,0,1
51,94550.0,3,2.425597630354696,0,18.62,0.565685424949238,3.0,570,0,1
52,111153.0,3,2.425597630354696,4,15.23,0.5196152422706632,3.0,648,0,1
53,117250.0,3,2.425597630354696,5,10.65,0.5099019513592785,2.0,652,0,1
54,144985.0,3,2.425597630354696,1,7.9,0.458257569495584,4.0,559,0,0
55,337133.0,3,2.3234107621942104,4,15.96,0.17320508075688773,3.0,623,1,0
56,333566.0,3,2.3890872825709972,5,11.48,0.2449489742783178,3.0,602,1,0
57,333399.0,2,2.439135964655596,4,11.01,0.31622776601683794,4.0,609,0,0
58,154793.0,3,2.425597630354696,4,7.29,0.43588989435406733,4.0,573,1,0
59,15229.0,2,2.1362875431745425,5,11.01,0.33166247903553997,3.0,631,1,0
60,158338.0,3,2.425597630354696,5,5.99,0.43588989435406733,4.0,623,1,0
61,331034.0,2,2.341107991445833,5,11.58,0.2,2.0,602,1,0
62,316466.0,0,2.3234107621942104,1,11.01,0.17320508075688773,4.0,579,0,1
63,267671.0,0,2.4093450282818294,3,15.7,0.3,2.0,582,0,1
64,85191.0,3,2.422900724860042,1,15.99,0.5830951894845301,3.0,700,0,1
65,15013.0,0,2.1179272289544824,1,14.84,0.31622776601683794,3.0,688,0,0
66,313100.0,2,2.4194784443591764,2,10.99,0.3,3.0,607,1,0
67,311952.0,0,2.3890872825709972,2,14.42,0.2449489742783178,2.0,661,1,0
68,306897.0,0,2.319405094199375,1,6.99,0.17320508075688773,2.0,562,1,0
69,301136.0,3,2.4093450282818294,3,13.49,0.282842712474619,4.0,664,1,0
70,15162.0,2,2.1979688386872795,3,11.01,0.4472135954999579,3.0,564,0,1
71,69042.0,3,2.4194784443591764,3,11.01,0.6403124237432849,2.0,598,0,1
72,15307.0,2,2.1979688386872795,1,13.61,0.4472135954999579,3.0,557,0,1
73,79183.0,3,2.4194784443591764,1,7.9,0.5916079783099616,2.0,677,0,1
74,102654.0,3,2.4194784443591764,5,7.49,0.5196152422706632,3.0,690,0,1
75,15229.0,2,2.2737954159285296,1,7.51,0.6324555320336759,3.0,599,0,1
76,106566.0,3,2.4194784443591764,5,9.91,0.5099019513592785,3.0,604,0,1
77,15252.0,2,2.2346357344832866,4,13.48,0.5291502622129182,4.0,663,0,1
78,15432.0,2,2.247718094334587,0,7.14,0.5567764362830022,2.0,601,0,1
79,100332.0,3,2.4194784443591764,5,15.99,0.5291502622129182,4.0,634,0,1
80,300951.0,3,2.379377841348507,1,12.98,0.2449489742783178,3.0,671,0,0
82,121062.0,3,2.4194784443591764,0,12.69,0.47958315233127197,3.0,622,0,0
83,133372.0,3,2.4194784443591764,1,8.9,0.458257569495584,2.0,538,1,0
84,15505.0,2,2.186206023617281,0,11.01,0.41231056256176607,4.0,587,0,1
85,130852.0,3,2.4194784443591764,1,11.01,0.458257569495584,4.0,683,0,1
86,182316.0,3,2.4194784443591764,0,11.11,0.3872983346207417,2.0,634,1,0
87,83853.0,3,2.4181975330943533,2,11.01,0.5744562646538028,2.0,690,0,1
88,15394.0,0,2.206813778116714,0,15.68,0.458257569495584,3.0,518,0,1
89,85243.0,3,2.4178741454028865,1,13.06,0.565685424949238,3.0,583,0,1
90,288907.0,2,2.4093450282818294,4,11.01,0.3,2.0,617,1,0
91,89074.0,3,2.4164028776160493,5,15.62,0.5477225575051661,2.0,668,0,1
92,100509.0,3,2.4162377598613594,4,13.49,0.5196152422706632,2.0,673,0,1
93,88950.0,3,2.4162377598613594,5,11.01,0.5477225575051661,3.0,706,0,1
94,75894.0,3,2.412863620384798,3,11.71,0.5830951894845301,2.0,536,0,1
95,145092.0,3,2.4114741782199816,1,12.69,0.4242640687119285,3.0,557,1,0
96,15928.0,2,2.125655021547276,3,13.57,0.31622776601683794,3.0,689,1,0
97,73131.0,3,2.4110351212233767,5,10.99,0.5916079783099616,3.0,681,0,1
98,281501.0,0,2.3890872825709972,3,14.27,0.2645751311064591,4.0,623,1,0
99,281775.0,2,2.3890872825709972,2,8.88,0.2645751311064591,4.0,595,1,0
100,281792.0,0,2.396120506914214,2,12.18,0.282842712474619,3.0,584,1,0
101,266090.0,0,2.340302533451062,0,14.42,0.2,3.0,669,0,1
102,279664.0,0,2.4093450282818294,3,14.17,0.3,2.0,642,1,0
103,277017.0,0,2.439135964655596,3,13.99,0.36055512754639896,4.0,622,1,0
104,100756.0,3,2.4104164814961684,1,10.99,0.5,3.0,689,0,1
105,16218.0,0,2.1519252521271723,4,5.42,0.34641016151377546,4.0,614,0,1
106,16211.0,2,2.1362875431745425,4,13.61,0.33166247903553997,3.0,597,1,0
107,51922.0,3,2.4093450282818294,1,12.73,0.6928203230275509,3.0,673,0,1
108,50309.0,3,2.4093450282818294,2,11.01,0.7071067811865476,3.0,625,0,1
109,16378.0,2,2.1979688386872795,0,12.87,0.4242640687119285,4.0,603,0,1
110,16572.0,0,2.219503045883569,2,9.91,0.469041575982343,3.0,589,0,1
111,272201.0,0,2.3890872825709972,2,11.49,0.2645751311064591,4.0,670,1,0
112,271324.0,0,2.425597630354696,2,19.91,0.33166247903553997,2.0,637,1,0
113,256862.0,0,2.439135964655596,1,10.65,0.37416573867739417,2.0,643,0,1
114,271342.0,3,2.2720930397111068,3,11.01,0.1414213562373095,4.0,508,1,0
115,16470.0,0,2.241991300989741,0,11.83,0.5196152422706632,4.0,643,0,1
116,16599.0,2,2.172890968199372,0,13.49,0.37416573867739417,2.0,505,0,1
117,51608.0,3,2.4093450282818294,3,14.59,0.6928203230275509,2.0,593,0,1
118,58516.0,3,2.4093450282818294,1,9.64,0.6557438524302001,4.0,686,0,1
119,16395.0,2,2.218003510423322,3,14.59,0.469041575982343,3.0,646,0,1
120,16890.0,2,2.247718094334587,1,11.01,0.5291502622129182,3.0,645,0,1
121,51747.0,3,2.4093450282818294,1,16.35,0.6928203230275509,3.0,697,0,1
122,59864.0,3,2.4093450282818294,1,10.99,0.648074069840786,2.0,648,0,1
123,270972.0,0,2.4093450282818294,5,18.67,0.3,2.0,640,1,0
124,270870.0,3,2.1979688386872795,1,9.32,0.1,4.0,681,0,0
125,270729.0,3,2.294834295413988,0,8.63,0.17320508075688773,2.0,646,0,0
126,270877.0,0,2.4093450282818294,5,10.08,0.3,2.0,615,1,0
127,60501.0,3,2.4093450282818294,4,11.83,0.6403124237432849,3.0,687,0,1
128,60754.0,3,2.4093450282818294,0,7.9,0.6403124237432849,3.0,650,0,1
129,60829.0,3,2.4093450282818294,2,5.99,0.6403124237432849,2.0,588,0,1
130,53825.0,3,2.4093450282818294,0,15.33,0.6782329983125268,2.0,652,0,1
131,60801.0,3,2.4093450282818294,5,11.83,0.6403124237432849,4.0,658,0,1
132,60747.0,3,2.4093450282818294,5,10.36,0.6403124237432849,2.0,634,0,1
133,61029.0,3,2.4093450282818294,5,12.23,0.6403124237432849,3.0,623,0,1
134,63236.0,3,2.4093450282818294,1,11.11,0.6324555320336759,4.0,635,0,1
135,17149.0,2,2.252064642555284,0,7.9,0.5385164807134504,4.0,531,0,1
136,265066.0,0,2.4093450282818294,1,11.58,0.3,2.0,665,1,0
137,260205.0,0,2.393551793043435,0,8.9,0.282842712474619,3.0,703,0,0
138,260035.0,0,2.4093450282818294,1,16.07,0.31622776601683794,3.0,585,1,0
139,260444.0,0,2.3890872825709972,1,14.22,0.282842712474619,2.0,594,0,0
140,258980.0,0,2.439135964655596,3,14.79,0.37416573867739417,3.0,618,1,0
141,259081.0,0,2.341107991445833,1,7.88,0.22360679774997896,2.0,626,1,0
142,63497.0,3,2.4093450282818294,4,13.22,0.6244997998398398,2.0,695,0,1
143,56325.0,3,2.4093450282818294,0,11.86,0.6633249580710799,4.0,690,0,1
144,64842.0,3,2.4093450282818294,1,13.43,0.6244997998398398,4.0,574,0,1
145,57856.0,3,2.4093450282818294,2,15.28,0.6557438524302001,2.0,602,0,1
146,57318.0,3,2.4093450282818294,5,17.93,0.6633249580710799,2.0,679,0,1
147,16916.0,0,2.109599866397226,1,9.25,0.282842712474619,4.0,615,0,0
148,16664.0,2,2.241991300989741,5,12.98,0.5196152422706632,4.0,601,0,1
149,252803.0,0,2.368410894537015,5,10.62,0.2449489742783178,4.0,577,1,0
150,253061.0,2,2.397790102345687,4,11.83,0.3,4.0,588,1,0
151,58602.0,3,2.4093450282818294,5,18.43,0.6557438524302001,2.0,595,0,1
152,67012.0,3,2.4093450282818294,1,11.01,0.6082762530298219,4.0,653,0,1
153,66643.0,3,2.4093450282818294,2,11.01,0.6164414002968976,4.0,663,0,1
154,66599.0,3,2.4093450282818294,1,11.36,0.6164414002968976,3.0,653,0,1
155,67212.0,3,2.4093450282818294,1,15.65,0.6082762530298219,3.0,598,0,1
156,66918.0,3,2.4093450282818294,4,13.22,0.6082762530298219,4.0,630,0,1
157,68066.0,3,2.4093450282818294,0,12.87,0.6082762530298219,2.0,637,0,1
158,245545.0,2,2.3890872825709972,3,13.04,0.282842712474619,3.0,660,1,0
159,229083.0,0,2.397790102345687,1,17.58,0.31622776601683794,3.0,639,0,1
160,17859.0,2,2.298132911353626,4,17.04,0.6557438524302001,4.0,626,0,1
161,72608.0,3,2.4093450282818294,4,10.99,0.5830951894845301,3.0,612,0,1
162,73073.0,3,2.4093450282818294,4,11.11,0.5830951894845301,3.0,628,0,1
163,65880.0,3,2.4093450282818294,0,14.83,0.6164414002968976,2.0,592,0,1
164,17755.0,2,2.2294012669472845,0,11.01,0.47958315233127197,3.0,580,0,1
165,241180.0,3,2.341107991445833,3,12.69,0.22360679774997896,2.0,634,0,0
166,240894.0,0,2.341107991445833,2,13.49,0.22360679774997896,2.0,678,0,0
167,240980.0,0,2.368410894537015,1,14.65,0.2645751311064591,4.0,557,1,0
168,65742.0,3,2.4093450282818294,2,16.82,0.6164414002968976,4.0,672,0,1
169,72713.0,3,2.4093450282818294,4,12.73,0.5830951894845301,3.0,613,0,1
170,72627.0,3,2.4093450282818294,4,10.25,0.5830951894845301,4.0,566,0,1
171,72843.0,3,2.4093450282818294,1,10.99,0.5830951894845301,4.0,718,0,1
172,75504.0,3,2.4093450282818294,3,12.73,0.5744562646538028,2.0,484,0,1
