,person_income,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
0,71948.0,RENT,2.439135964655596,PERSONAL,16.02,0.7,3.0,561,No,1
1,12282.0,OWN,2.067970345786057,EDUCATION,11.14,0.282842712474619,2.0,504,Yes,0
2,12438.0,MORTGAGE,2.2630835984043935,MEDICAL,12.87,0.6633249580710799,3.0,635,No,1
3,79753.0,RENT,2.439135964655596,MEDICAL,15.23,0.6633249580710799,2.0,675,No,1
4,66135.0,RENT,2.439135964655596,MEDICAL,14.27,0.7280109889280518,4.0,586,No,1
5,12951.0,OWN,2.17752581681183,VENTURE,7.14,0.43588989435406733,2.0,532,No,1
6,93471.0,RENT,2.439135964655596,EDUCATION,12.42,0.6082762530298219,3.0,701,No,1
7,95550.0,RENT,2.439135964655596,MEDICAL,11.11,0.6082762530298219,4.0,585,No,1
8,100684.0,RENT,2.439135964655596,PERSONAL,8.9,0.5916079783099616,2.0,544,No,1
9,12739.0,OWN,2.125655021547276,VENTURE,14.74,0.36055512754639896,3.0,640,No,1
10,102985.0,RENT,2.439135964655596,VENTURE,10.37,0.5830951894845301,4.0,621,No,1
11,13113.0,OWN,2.241991300989741,HOMEIMPROVEMENT,8.63,0.5830951894845301,2.0,651,No,1
12,114860.0,RENT,2.439135964655596,VENTURE,7.9,0.5477225575051661,2.0,573,No,1
13,130713.0,RENT,2.439135964655596,EDUCATION,18.39,0.5196152422706632,4.0,708,No,1
14,138998.0,RENT,2.439135964655596,EDUCATION,7.9,0.5,4.0,583,No,0
15,600891.0,MORTGAGE,2.425597630354696,DEBTCONSOLIDATION,10.65,0.22360679774997896,3.0,670,Yes,0
16,144943.0,RENT,2.439135964655596,EDUCATION,7.9,0.4898979485566356,4.0,663,No,0
17,111369.0,RENT,2.439135964655596,MEDICAL,20.0,0.5567764362830022,4.0,694,No,1
18,136628.0,RENT,2.439135964655596,DEBTCONSOLIDATION,18.25,0.5099019513592785,4.0,709,No,1
19,14283.0,MORTGAGE,2.1362875431745425,EDUCATION,10.99,0.34641016151377546,2.0,679,No,1
20,195718.0,RENT,2.439135964655596,VENTURE,7.49,0.4242640687119285,4.0,684,Yes,0
